Vdr_Id	bare_rock	broadleaved_forest	coniferous_forest	glaciers	inland_water	inland_wetlands	mixed_forest	vegetation	altitude	Illies ecoreg	catch_area(m2)	LN	HCL	ref-P	mean temperature year	mean temperature coldest month	mean temperature warmest month	temperature sample month	precipitation sample month	precipitation year	slope	B_Fin_detritus	B_Fin_död_ved	B_Fin_sten_dom_typ	B_Fina_block_dom_typ	B_Finsediment_dom_typ	B_Flytbladsväxter_före_klass	B_Grov_detritus	B_Grov_död_ved	B_Grov_sten_dom_typ	B_Grova_block_dom_typ	B_Grus_dom_typ	B_Häll_dom_typ	B_Mossa_före_klass	B_Påväxtalger_före_klass	B_Rosettväxter_före_klass	B_Sand_dom_typ	B_Slingeväxter_före_klass	B_Övervattenväxter_före_klass	N_Barrskog	N_Blandskog	N_Hed	N_Häll_blockmark	N_Kalfjäll	N_Lövskog	N_Myr_våtmark	N_Äng	Alk_Acid	Abs_F
195	0,00051466	0,14605844	0,17531209	0	0,01263764	0,34437846	0,14578158	0,11455492	457	20	217374861	N	above HCL	8,26	2,83416667	-5,47	11,8	5,17	118,58	894,4	2,62483883	2	0	3	2	0	0	1	1	2	2	1	0	1	1	0	0	0	0	0	3	0	0	0	0	1	0	0,084	0,255
196	0	0,08857207	0,21103508	0	0,04701255	0,13731971	0,34460899	0,11302293	580	20	43392664,8	N	above HCL	6,93	2,545	-6,25	11,44	5,05	98,15	764,76	6,03288759	1	1	2	2	0	0	2	1	2	1	2	1	1	2	0	1	0	0	3	0	0	0	0	0	0	0	0,901	0,047
197	0,14943839	0,12213993	0,37505163	0	0	0,0049279	0,07038	0,2260401	472	20	49582012,3	N	above HCL	4,06	3,0575	-5,93	12,35	5,32	135,98	943,21	1,7118354	1	1	2	1	0	0	2	1	2	1	2	0	2	1	0	1	0	0	3	0	0	0	0	1	0	0	0,074	0,034
198	0,00285769	0,07097678	0,39198482	0	0,01067065	0,13705222	0,16620016	0,07854987	539	20	71223394,2	N	above HCL	8,95	2,9425	-6,05	12,15	5,18	127,24	924,04	1,60993255	2	2	1	3	2	0	2	2	2	1	1	0	1	1	0	0	2	0	0	3	0	0	0	0	1	0	0,346	0,18
199	0	0,02593112	0,29460243	0	0,0281912	0,39588077	0,15011718	0	260	22	65069059,2	N	above HCL	9,88	3,1925	-6,57	14,1	5,51	115,81	896,06	17,9702693	1	1	1	2	0	0	1	1	2	2	1	0	0	0	0	1	0	0	2	2	0	0	0	2	0	0	0,272	0,149
200	0	0,0383782	0,4046709	0	0,12614196	0,18727296	0,08810092	0,0001953	400	20	33742017,3	N	above HCL	6	1,77333333	-7,13	12,32	4,16	136,13	1023,99	5,60133842	1	1	3	0	0	0	2	0	1	0	2	0	1	1	0	1	0	0	1	2	0	0	0	1	1	0	0,056	0,107
202	0	0,01694929	0,37261488	0	0,04080836	0,28458921	0,21680269	0,00137737	328	22	236718353	N	above HCL	8,59	2,1125	-8,34	14,09	7,16	35,72	955,16	3,12536983	2	0	1	3	0	0	0	0	2	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0,168	0,185
203	0	0,01258173	0,47029031	0	0,12171198	0,04745399	0,18349045	0	0	22	33277243,4	N	below HCL	13,6	3,915	-6,67	15,91	6,59	86,65	796,06	2,03016657	3	1	0	2	3	0	2	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0,201	0,102
204	0	0,08772896	0,40201073	0	0,04099772	0,10840189	0,27380173	0	8	22	42746284,1	N	below HCL	21,31	3,71166667	-7,12	15,75	6,49	90,94	813,76	6,40307418	2	0	2	1	0	0	1	0	2	0	2	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0,29	0,43
205	0	0,0039057	0,38904725	0	0,0137588	0,30953272	0,21606128	0,00503112	339	22	93213040,6	N	above HCL	7,22	2,15916667	-8,19	14,07	7,35	36,98	967,03	2,53655628	0	0	2	2	0	0	0	0	2	1	0	0	0	3	0	0	0	0	3	0	0	0	0	0	2	0	0,231	0,094
206	0	0,01749622	0,41109606	0	0,05503336	0,1091754	0,32457182	0,00136404	112	22	84766769,6	N	below HCL	9,53	2,40916667	-9,74	15,05	4,69	92,15	849,69	9,84732244	1	1	3	1	0	0	0	0	2	0	2	0	0	1	0	2	0	0	0	3	0	0	0	0	0	0	0,178	0,13
207	0	0,00816697	0,33417349	0	0,28927578	0,11061653	0,18818136	0,00120021	353	22	41659405	N	above HCL	4,95	1,77416667	-9,26	14,07	6,9	33,7	957,61	2,74296799	3	0	0	3	0	0	1	0	2	1	0	0	0	2	0	0	3	1	0	0	0	0	0	0	3	0	0,13	0,039
208	0	0,00138128	0,53795693	0	0,09814357	0,11700245	0,20932844	0	366	22	38099448	N	above HCL	5,53	1,37666667	-9,71	13,68	6,71	33,79	959,12	2,99093548	2	0	0	2	0	0	0	0	0	3	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0,129	0,06
209	0	0,00408508	0,79752999	0	0,00087254	0,01554711	0,0300468	0	127	22	15758557,3	N	below HCL	14,03	6,12916667	-2,51	14,42	8,07	109,93	825,63	5,92432801	1	0	1	3	0	0	3	0	2	0	1	0	1	0	0	1	0	0	3	0	2	0	0	1	0	0	0,222	0,326
210	0	0,17972178	0,15298805	0	0,08270226	0,13895286	0,13261128	0,28574803	399	20	52628233	N	above HCL	7,73	3,13333333	-4,17	11,37	5,62	63,93	789,53	26,5994555	1	1	2	1	0	0	2	1	2	0	2	0	1	1	0	2	0	0	3	0	0	0	0	0	0	1	0,26	0,101
212	0,00761724	0,19412115	0,1231596	0	0,00762554	0,13832162	0,09512937	0,41616448	399	20	68107770,7	N	above HCL	6,21	3,84416667	-3,17	11,71	6,21	90,75	964,38	4,18649841	1	1	2	2	0	0	2	1	2	1	1	1	0	2	0	1	0	0	0	0	0	2	0	2	0	2	0,43	0,037
213	0,00370817	0,17452842	0,05827701	0	0,14743096	0,11544864	0,05532448	0,43442335	391	20	28005622,8	N	above HCL	4,96	3,08916667	-4,43	11,53	5,52	63,44	842,43	9,07406114	1	1	2	2	0	0	1	1	2	1	1	1	1	1	0	1	0	0	3	1	0	1	0	0	0	0	0,057	0,068
215	0,00214518	0,05081813	0,40226525	0	0,06625104	0,02320864	0,31467183	9,31039e-5	2	22	81319482,3	N	below HCL	18,97	3,47583333	-7,87	15,84	6,28	94,3	786,11	4,23981369	2	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0,204	0,246
216	0	0,00940349	0,49800067	0	0,02296322	0,01347619	0,16291687	0	39	22	42930789,2	N	below HCL	16,32	4,3725	-5,29	15,34	6,61	81,71	882,7	6,09506832	1	1	0	0	3	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0,129	0,348
217	0	0,01651439	0,65163608	0	0,00033609	0,01030278	0,17168227	0	10	22	35333006,8	N	below HCL	20,48	4,27166667	-5,25	15,24	6,57	75,19	829,54	14,3684186	1	0	2	2	1	0	2	1	2	1	2	0	0	2	0	1	0	0	0	2	0	0	0	0	0	0	0,124	0,433
218	0	0,01858684	0,58988705	0	0,00887082	0,01492074	0,09228255	0	9	22	28957315	N	below HCL	18,58	4,43916667	-5,14	15,39	6,74	75,91	832,97	5,99675958	0	0	1	2	0	0	0	0	1	2	1	1	1	1	0	2	0	0	3	0	0	0	0	0	0	0	0,202	0,296
219	0	0,00728738	0,55736014	0	0,04838154	0,0098592	0,15965053	0	42	22	69513657,5	N	below HCL	16,24	4,31	-5,26	15,08	6,59	81,79	886,63	3,48754708	1	1	0	0	3	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0,144	0,35
220	0	0,01871607	0,56556045	0	0,01030376	0,04624529	0,20067613	0	102	22	85345065,2	N	below HCL	13,48	3,95166667	-5,78	14,81	6,15	83,8	913,34	4,72607652	1	2	1	2	1	0	2	1	2	2	1	2	1	2	0	2	0	0	3	0	0	0	0	0	0	0	0,04	0,444
223	0	0,03327311	0,37430436	0	0,05624588	0,22782497	0,18927919	0	312	22	70294041,9	N	above HCL	8,94	2,75333333	-8,14	14,07	4,95	82,57	976,97	4,48510528	1	0	0	2	1	0	1	0	2	2	0	0	3	1	0	1	1	0	2	2	0	0	0	1	0	0	0,049	0,29
224	0	0,04608308	0,24457848	0	0,20418407	0,15743526	0,19137358	0	316	22	64280511,4	N	above HCL	8,78	2,8275	-8,47	14,34	5,17	76,7	900,26	6,93719611	1	1	2	1	0	0	1	0	3	0	1	0	2	1	0	1	0	0	3	2	0	0	0	2	0	0	0,057	0,295
225	0	0,03296283	0,34688269	0	0	0,00106382	0,10449938	0	3	14	25850323,4	S	below HCL	23,71	7,3975	-1,49	15,56	9,82	106,6	684,08	2,42156566	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4,637	0,084
226	0	0,03027325	0,42459734	0	0,01387575	0,00509759	0,08066626	0	3	14	150036971	S	below HCL	20,27	7,5375	-1,17	15,79	9,77	112	694,85	1,02876885	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	3	2,544	0,086
227	0	0,01800399	0,40111407	0	0	0,00184433	0,0842085	0	9	14	46087196,4	S	below HCL	20,58	7,53583333	-1,17	15,8	9,86	111,39	691,8	2,23512808	0	0	2	1	2	2	0	0	2	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	2,733	0,106
229	0	0,02258617	0,26936082	0	0	0,00087245	0,0670985	0	3	14	45959787,3	S	below HCL	20,29	7,64666667	-1,02	15,8	9,95	106,08	664,67	5,32218438	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	3	3,279	0,054
231	0,00661635	0,18528365	0,25154562	0	0,04449379	0,07246667	0,07553571	0,32430262	534	20	128444883	N	above HCL	4,42	2,68166667	-5,55	11,46	5,09	120,43	971,66	1,6079796	1	0	2	2	1	0	1	1	3	1	1	0	1	2	0	0	0	0	3	0	0	0	0	0	0	0	0,106	0,045
233	0	0,13937123	0,15002131	0	0,02468668	0,3506663	0,11461758	0,19057835	503	20	39419024,1	N	above HCL	6,38	2,94	-4,28	10,82	5,49	60,73	898,6	2,14328716	2	1	1	2	1	0	2	1	2	2	1	1	1	2	0	1	0	0	2	1	0	0	0	0	2	0	0,297	0,073
234	0	0,01500822	0,23898685	0	0,00512459	0,24229188	0,16722523	0,00837308	468	20	55370271,5	N	above HCL	8,39	3,03916667	-5,1	11,85	5,25	127,23	944,77	3,2084823	1	0	3	1	1	0	1	1	1	0	1	0	1	1	0	0	0	0	2	0	0	0	0	0	1	0	0,149	0,203
235	0	0,02224639	0,40939358	0	0,00251425	0,14396405	0,18178563	0,00124065	324	22	56925606,7	N	above HCL	11,32	3,9375	-4,43	13,5	5,87	109,04	866,27	6,92341249	1	1	2	2	1	0	1	0	3	2	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0,998	0,116
236	0,01748539	0,06739117	0,05018063	0	0,02861555	0,02617579	0,02054024	0,78919611	606	20	95558517,2	N	above HCL	2,54	0,91083333	-7,19	9,39	3,17	170,19	1431,77	3,56973432	2	1	1	2	1	0	1	2	2	2	1	1	1	1	0	1	0	0	3	0	0	0	0	1	0	0	0,051	0,014
237	0,00053955	0,09805394	0,35729032	0	0,01648742	0,19482413	0,14791649	0,00706653	377	20	58099823,9	N	above HCL	7,95	3,545	-4,31	12,23	5,81	87,84	819,85	6,85796229	1	0	2	1	2	0	1	0	1	0	2	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0,143	0,141
238	0	0,15342289	0,37955163	0	0,00203453	0,26847529	0,11384441	0,02687879	340	20	36556385,6	N	above HCL	7,66	3,61666667	-4,44	12,7	5,77	108,31	953,32	2,382415	1	0	2	3	1	0	1	1	3	1	1	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0,374	0,07
239	0	0,08587976	0,39001675	0	0,04197172	0,20370996	0,11420821	0,034973	356	22	115271059	N	above HCL	7,89	3,1225	-4,9	12,6	5,31	104,95	940,56	8,6424583	1	1	1	3	0	0	1	1	3	2	1	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0,316	0,089
240	0	0,00616176	0,39043417	0	0,01610262	0,17222089	0,15268272	0	414	22	45178997,4	N	above HCL	9,02	3,73333333	-4,3	12,48	5,91	128,8	922,09	3,03832946	2	1	1	3	1	0	2	1	2	2	0	0	1	1	0	0	0	0	0	1	0	0	0	0	3	0	0,388	0,139
241	0	0,0472232	0,30170353	0	0,00032264	0,17135085	0,3472026	0	290	22	44121963,9	N	above HCL	10,64	4,07416667	-4,2	13,37	-4,2	63,51	914,92	7,72556455	1	2	2	1	0	0	1	1	2	1	1	0	1	1	0	1	0	0	0	2	0	0	0	0	1	0	0,728	0,106
242	0	0,00271056	0,60628278	0	0,00859653	0,20582472	0,12122485	0	213	22	14758854,4	N	above HCL	8,95	1,16416667	-10,72	13,98	3,12	82,74	839,12	5,93295657	2	1	1	2	0	0	2	1	2	2	1	0	3	0	0	0	0	0	0	3	0	0	0	0	1	1	0,171	0,153
244	0	0,08321674	0,29743989	0	0,05701389	0,05652071	0,46835733	0	68	22	17835566,6	N	below HCL	11,77	2,405	-9,88	15,22	4,8	87,86	820,55	8,80482097	1	1	1	2	0	0	2	0	1	3	1	0	2	2	0	1	0	0	0	3	0	0	0	0	1	0	0,115	0,223
245	0	0,02028676	0,53181188	0	0,01077912	0,16119503	0,20769151	0	37	22	104910470	N	below HCL	11,6	2,82083333	-9,45	15,7	8,1	29,24	764,27	4,32195632	1	0	2	1	0	0	0	0	2	0	1	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0,193	0,161
246	0	0,02532781	0,46759301	0	0,05411377	0,15289215	0,25014178	0,00133408	36	22	163694176	N	below HCL	10,31	2,82083333	-9,45	15,7	8,1	29,24	764,27	6,03462584	1	0	3	0	0	0	0	0	1	0	2	0	0	1	0	1	0	0	0	0	0	0	0	3	1	0	0,138	0,127
247	0	0,07420476	0,55783938	0	0,00228794	0,01724914	0,15376685	0	37	14	41248933,6	S	below HCL	33,06	6,94	-1,65	14,82	5,46	119,95	703,26	4,05279902	0	2	2	1	0	0	2	0	2	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	1,557	0,698
248	0	0,07721817	0,42081651	0	4,16219e-5	0,00404288	0,26133895	0	29	14	42143952,5	S	below HCL	30,73	6,91	-1,46	14,73	5,63	117,84	731,37	3,30923084	0	0	1	3	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	2,626	0,408
250	0	0,09834785	0,36753976	0	0,00216182	0,00434285	0,15134004	0	23	14	160159372	S	below HCL	31,38	6,9575	-1,57	14,79	5,62	118,34	720,25	5,44402722	0	2	2	2	0	0	1	2	2	1	1	0	3	0	0	1	0	0	0	0	0	0	0	3	0	0	3,367	0,339
251	0	0,07189147	0,28617087	0	0	0,00019522	0,13005407	0	28	14	64312675,9	S	below HCL	28,34	6,9575	-1,57	14,79	5,62	118,34	720,25	4,54636522	1	3	1	0	3	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	4,562	0,215
252	0	0,04881421	0,5014239	0	0,0837526	0,01309059	0,10642847	0	95	22	149289516	N	below HCL	12,31	6,59	-2	15,01	0,39	73,8	853,85	6,48228797	1	0	1	2	1	0	2	1	3	0	1	0	2	0	0	1	1	0	0	0	0	1	0	3	0	1	0,344	0,135
253	0	0,02874898	0,52856428	0	0,0662175	0,01360169	0,07594233	0	82	22	27891753	N	below HCL	14,79	6,89166667	-1,73	15,27	0,7	73,33	837,44	1,25039377	1	1	0	0	3	0	3	1	1	0	0	0	1	0	0	0	1	3	0	0	0	0	0	1	2	1	0,384	0,149
254	0	0,00788767	0,59582816	0	0,01348887	0,08315824	0,21654174	0	292	22	20665184,5	N	above HCL	8,51	5,0875	-4,23	13,93	7,34	165,75	1077,63	6,34117735	1	0	1	1	0	0	2	1	3	1	1	0	1	1	0	1	0	0	0	3	1	2	0	0	0	0	0,052	0,235
256	0	0,02868218	0,60046323	0	0,08595641	0,01844048	0,09505319	0	100	22	116243513	N	below HCL	10,57	6,83166667	-1,55	15,09	8,7	157,08	944,62	2,01884402	2	3	1	0	3	1	2	0	1	0	0	0	0	0	0	0	0	1	2	0	1	0	0	1	0	1	0,157	0,132
257	0	0,0159397	0,40299883	0	0,07554781	0,28551271	0,08671397	0	233	22	36149917,9	N	above HCL	10,3	5,67333333	-3,43	14,3	-0,58	78,52	933,07	4,46750165	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	3	2	1	0	0	0	0	1	0	1	0,028	0,352
258	0	0,00187435	0,50812851	0	0,00975143	0,25111301	0,15112377	0	259	22	57812059,6	N	above HCL	12,37	4,9275	-4,6	13,83	7,27	169,61	1070,77	4,09641096	1	0	2	1	0	0	2	0	3	0	1	0	1	2	0	1	0	0	3	0	1	1	0	1	0	0	0,162	0,385
259	0	0,02703538	0,47946839	0	0,06330844	0,02325675	0,08868221	0	69	22	145842100	S	below HCL	14,33	6,88916667	-1,74	15,27	8,82	120,49	798,42	3,06964664	2	1	0	0	3	1	3	0	0	0	0	0	0	0	0	0	0	2	2	0	1	0	0	1	3	0	0,43	0,175
260	0	0,00814373	0,68117973	0	0,00195579	0,03796189	0,06619669	0	68	22	22717273,3	S	below HCL	17,88	6,82583333	-1,88	15,12	8,81	117,64	792,09	7,40878136	1	0	3	0	0	0	2	0	1	0	1	0	1	0	0	0	3	0	1	0	0	1	0	1	0	3	0,37	0,396
261	0	0,01872077	0,52946949	0	0,00489032	0,01097628	0,10001834	0	80	22	50738000,6	N	below HCL	17,12	6,8075	-1,83	15,14	8,71	118,59	794,53	4,65102466	1	0	2	0	2	0	1	0	1	0	1	0	2	0	0	1	3	1	0	0	0	1	0	3	0	1	0,375	0,322
262	0	0,09455092	0,43612298	0	0,00078853	0,01462258	0,13754602	0	75	22	30265676	N	below HCL	17,6	7,06166667	-1,44	15,49	0,99	73,62	830,24	6,87274425	1	1	3	0	2	0	2	0	1	0	1	0	0	0	0	2	0	0	0	0	3	0	0	2	0	0	0,557	0,287
263	0	0,05781455	0,31109409	0	0,08129375	0,2300246	0,24536061	0,00325556	55	22	85665096	N	below HCL	12,47	2,3725	-10,23	15,6	4,98	81,85	798,08	2,94930203	1	0	3	1	0	0	2	0	2	1	2	0	2	1	0	0	0	0	2	0	0	0	0	0	0	2	0,127	0,265
264	0	0,01564292	0,57623136	0	0,08192424	0,12073223	0,16065343	0	96	22	73301724,2	N	below HCL	8,58	2,365	-9,71	15,46	4,66	75,78	771,98	6,22196825	1	0	2	2	0	0	2	0	3	1	2	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0,108	0,109
266	8,77617e-5	0,0388165	0,54096473	0	0,00218213	0,10773036	0,25639871	0,00353825	60	22	73659266,9	N	below HCL	11,09	2,50416667	-9,69	15,59	4,82	78,58	794,55	8,73126379	0	0	3	0	0	0	0	0	1	0	2	0	1	0	0	2	0	0	0	3	0	0	0	0	0	0	0,235	0,146
267	0	0,06911012	0,42261633	0	0,06225558	0,07424509	0,24734975	0	15	22	189551205	N	below HCL	12,97	2,27833333	-10,52	15,46	5,03	98,17	826,93	8,30257622	1	0	2	2	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0,12	0,208
268	0	0,0521924	0,42908263	0	0,06482491	0,04513434	0,30986059	0,00470271	19	22	58609803,3	N	below HCL	12,15	2,93666667	-9,27	15,71	5,52	87,94	771,3	5,71501302	0	0	2	3	0	0	0	0	2	2	0	0	3	0	0	0	0	0	3	0	0	0	0	0	1	0	0,194	0,149
269	0	0,0014337	0,34199556	0	0,11742056	0,2838692	0,17274426	0	337	22	83540469,5	N	above HCL	7,52	2,11583333	-8,4	14,09	4,19	97	966,83	3,74573958	1	1	2	1	0	0	2	1	2	0	1	0	2	2	0	2	0	0	3	0	0	0	0	0	0	0	0,123	0,136
272	0	0,08668852	0,2299096	0	0,03375555	0,18681922	0,36492541	0	115	22	54565107,9	N	below HCL	11,36	1,9525	-9,32	14,53	3,7	86,48	854,26	5,30953658	3	1	2	2	0	0	2	1	2	3	1	0	2	1	0	0	0	0	0	3	0	0	0	0	0	0	0,075	0,291
273	0	0,01308812	0,31763015	0	0,00612428	0,28001337	0,24478285	0,00172845	175	22	58578329,6	N	below HCL	9,28	2,14083333	-9,19	14,74	3,94	85,22	845,27	5,63665879	1	1	1	2	0	0	3	1	2	1	1	0	3	2	0	0	0	0	3	0	0	0	0	0	0	0	0,113	0,179
274	0	0,01621671	0,41401809	0	0,00125372	0,34922433	0,17406187	0,00666239	85	22	77768697,1	N	below HCL	15,94	2,4125	-10,07	15,74	7,76	30,83	761,85	2,48775138	2	0	3	2	0	0	2	0	2	1	2	0	2	0	0	1	0	0	0	3	0	0	0	0	1	0	0,441	0,278
275	0	0,01451904	0,27999978	0	0,07784427	0,17579492	0,29084926	0	44	22	27692190,3	N	below HCL	11,14	2,705	-9,42	15,62	5,61	104,02	861,1	5,5868853	1	2	1	2	0	0	2	2	3	1	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0,068	0,232
276	0,0014783	0,03314283	0,46869847	0	0,03703115	0,13065286	0,21355545	0,00152694	34	22	59350680,5	N	below HCL	11,46	2,69666667	-9,53	15,77	5,47	94,56	813,55	8,10595914	2	0	1	2	0	0	0	0	3	1	1	0	3	1	0	1	0	0	0	0	0	0	0	3	0	0	0,252	0,126
278	0	0,02452694	0,52420504	0	0,00702091	0,22685256	0,1994514	0,00227038	287	22	45311081,3	N	above HCL	6,16	0,4425	-11,67	13,4	6,25	23,4	810,29	6,75147245	0	0	2	2	0	0	0	0	3	1	0	0	1	3	0	0	0	0	3	0	0	0	0	0	0	0	0,118	0,077
279	0	0,01986587	0,46046558	0	0,02448352	0,2167178	0,16860065	0	6	22	53913635,8	N	below HCL	17,93	3,2025	-8,29	16,07	6,46	112,88	840,9	7,01310717	0	0	1	2	0	0	0	0	3	1	0	0	2	2	0	0	0	0	0	0	0	0	0	3	0	0	0,208	0,377
280	0	0,05666746	0,37365744	0	0,10331903	0,05782378	0,31277074	0,00121961	23	22	246844362	N	below HCL	12,43	2,74416667	-9,58	15,62	5,13	85,5	800,34	3,75222738	3	1	2	2	1	0	1	0	2	0	1	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0,174	0,17
281	0	0,04669211	0,44524195	0	0,1048417	0,05292602	0,30986408	0	220	22	11690243,2	N	above HCL	8,64	1,7775	-9,16	14,47	3,59	77,16	806,98	3,38782212	3	2	0	1	0	0	1	2	0	3	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0,141	0,148
282	0	0,01240948	0,4529227	0	0,02398343	0,22526085	0,1880564	0,00143563	152	22	37004709,2	N	below HCL	10,42	1,9575	-9,58	14,93	4	73,4	765,5	5,60545915	1	0	0	3	0	0	0	1	1	2	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0,167	0,202
283	0,00197132	0,05532522	0,44057964	0	0,00256874	0,09557031	0,28581638	0	83	22	39521974,5	N	below HCL	11,22	2,32166667	-9,95	15,43	4,81	81,02	806,52	3,32353028	1	1	1	0	2	0	2	1	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0,182	0,18
284	0	0,02810441	0,63485679	0	0,01702136	0,02277971	0,10505348	0	198	14	39913076,1	S	above HCL	14,9	7,64666667	-0,33	14,72	9,8	118,23	814,12	4,67854209	0	0	3	1	0	0	0	0	2	1	2	0	1	0	0	1	2	0	0	3	0	0	0	0	0	1	-0,018	0,556
285	0	0,0202778	0,56937131	0	0,15355909	0,01292613	0,10776247	0	1	22	55131544,8	N	below HCL	20,53	6,39833333	-1,82	14,58	4,82	149,22	848,71	5,04268184	1	0	2	1	0	0	2	0	1	1	1	0	2	0	0	2	0	0	0	3	1	2	0	0	0	0	0,042	0,524
288	0	0,055268	0,48292624	0	0,07464627	0,00781283	0,10498099	0	3	14	28718784,1	S	below HCL	19,01	7,19916667	-1,73	15,4	9,67	99,06	690,93	1,02615608	1	3	0	1	3	1	2	2	1	2	1	0	0	0	0	3	0	0	3	0	0	0	0	1	0	0	2,054	0,085
289	0	0,03538126	0,41916216	0	0	0,00331306	0,10062839	0	14	14	61527938,2	S	below HCL	26,28	7,11833333	-1,71	15,24	9,55	102,29	702,36	6,81995837	1	1	1	2	0	0	3	1	3	1	1	0	3	2	0	1	0	0	0	0	0	0	0	3	0	0	3,974	0,179
291	0	0,14125141	0,33053099	0	0,12691168	0,00140066	0,17295723	0	107	14	10263042,7	S	below HCL	10,44	7,22416667	-0,07	14,81	1,47	147,5	1296,64	5,07318072	1	0	2	0	0	0	1	0	1	0	2	0	1	0	0	2	0	0	3	0	0	0	0	0	0	0	0,248	0,119
292	0	0,01376643	0,63164196	0	0,02231867	0,09370968	0,13701683	0	59	22	50602259,4	S	below HCL	18,87	6,80333333	-1,75	14,83	8,9	98,51	733,4	4,31394644	1	0	1	1	1	1	2	0	2	0	1	0	0	0	0	1	0	3	2	0	1	0	0	1	0	3	0,239	0,483
293	0	0,03266576	0,46287864	0	0,0038231	0,03779956	0,07300326	0,01167753	53	22	75037260,5	S	below HCL	21,76	6,82083333	-1,71	14,9	8,86	102,59	748,98	3,88154977	1	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	1	1	0	3	2	1	0,802	0,393
294	0,00019052	0,04402973	0,51060186	0	0,00111364	0,03419088	0,08290988	0	63	22	58004552,5	N	below HCL	23,01	6,65666667	-2,03	14,85	8,64	98,53	764,11	2,03979238	1	0	0	2	1	0	3	0	0	0	1	0	0	0	0	1	2	1	0	0	0	0	0	3	1	2	0,81	0,486
296	0	0,01155701	0,65516958	0	0,04594146	0,04078336	0,04882952	0	181	22	10644055,6	N	below HCL	10,69	5,43666667	-3,1	13,76	-0,73	85,74	960,6	2,90963672	1	0	2	0	0	0	1	0	2	0	1	0	0	0	0	2	2	0	1	0	0	0	0	3	0	2	0,026	0,314
297	0	0,01795466	0,54952205	0	0,0532159	0,04609408	0,11766449	0	177	22	65382242,6	N	below HCL	8,86	6,06333333	-2,71	14,58	-0,35	76,21	906,53	8,62074272	1	2	2	1	0	0	1	0	3	0	1	0	0	0	0	1	0	0	2	0	2	1	0	1	0	1	0,03	0,173
298	0	0,03844353	0,55116637	0	0,02730101	0,01054265	0,09572168	0	171	22	32379677,2	N	below HCL	11,46	5,97666667	-2,81	14,48	-0,38	76,57	923,49	14,9550358	1	2	0	1	0	0	2	3	1	3	0	0	0	0	0	0	0	0	1	0	0	1	0	3	0	0	0,034	0,317
299	0	0,02264385	0,55279228	0	0,12752679	0,01245216	0,09598383	0	157	22	34664284	N	below HCL	7,63	5,9775	-2,81	14,55	9,15	14,91	906,51	4,80567953	1	0	1	0	2	0	0	1	0	0	0	0	0	0	0	1	2	3	0	0	0	0	0	1	3	0	0,137	0,063
300	0	0,03245625	0,33532818	0	0,00426135	0,00542259	0,08161938	0	119	22	35786818,1	N	below HCL	17,26	6,63	-1,91	15,07	0,38	73,5	875,48	14,2421918	1	0	3	1	2	0	1	0	1	0	1	0	2	0	0	1	0	0	0	0	0	0	0	2	0	2	1,003	0,235
301	0	0,03713275	0,50760531	0	0,07215331	0,05517997	0,14893194	0	291	22	19974829,5	N	above HCL	9,28	5,6125	-3,09	14	-0,4	99,45	1070,73	3,9053217	1	1	2	1	0	0	2	0	3	1	1	0	1	0	0	1	1	0	3	0	1	2	0	1	1	0	0,027	0,273
